last_correct,last_response_time,diff_easy,diff_medium,diff_hard,session_accuracy,current_domain,target_domain,target_diff
0,5390,1,0,0,0.664179104477612,2,2,0
0,5656,1,0,0,0.6592592592592592,2,2,0
1,7535,1,0,0,0.6617647058823529,2,2,0
1,1659,1,0,0,0.6642335766423357,2,2,0
0,5184,1,0,0,0.6594202898550725,2,2,0
1,4124,1,0,0,0.6618705035971223,2,2,0
1,1908,1,0,0,0.6642857142857143,2,2,0
1,2499,1,0,0,0.6666666666666666,2,2,1
1,5422,0,1,0,0.6690140845070423,2,0,2
0,7971,0,0,1,0.6643356643356644,0,0,1
0,6687,0,1,0,0.6597222222222222,0,0,0
0,7626,1,0,0,0.6551724137931034,0,0,0
1,2396,1,0,0,0.6575342465753424,0,1,0
0,5873,1,0,0,0.6530612244897959,1,1,0
1,4224,1,0,0,0.6554054054054054,1,1,0
0,2130,1,0,0,0.6510067114093959,1,1,0
1,2063,1,0,0,0.6533333333333333,1,1,0
0,2247,1,0,0,0.6490066225165563,1,1,0
1,5545,1,0,0,0.6513157894736842,1,1,0
1,5552,1,0,0,0.6535947712418301,1,1,0
0,1451,1,0,0,0.6493506493506493,1,1,0
1,6149,1,0,0,0.6516129032258065,1,1,0
0,1303,1,0,0,0.6474358974358975,1,1,0
1,6962,1,0,0,0.6496815286624203,1,1,0
1,3558,1,0,0,0.6518987341772152,1,1,0
1,2365,1,0,0,0.6540880503144654,1,2,1
0,5090,0,1,0,0.65,2,2,0
0,5556,1,0,0,0.6459627329192547,2,0,0
0,5755,1,0,0,0.6419753086419753,0,0,0
1,5557,1,0,0,0.6441717791411042,0,0,0
1,3366,1,0,0,0.6463414634146342,0,0,0
0,7810,1,0,0,0.6424242424242425,0,0,0
1,5122,1,0,0,0.6445783132530121,0,0,0
1,2957,1,0,0,0.6467065868263473,0,0,0
1,2605,1,0,0,0.6488095238095238,0,0,1
1,1525,0,1,0,0.650887573964497,0,0,2
0,5065,0,0,1,0.6470588235294118,0,0,1
1,2646,0,1,0,0.6491228070175439,0,0,1
0,6155,0,1,0,0.6453488372093024,0,0,0
1,4928,1,0,0,0.6473988439306358,0,0,0
1,4704,1,0,0,0.6494252873563219,0,1,0
1,1704,1,0,0,0.6514285714285715,1,1,1
1,6778,0,1,0,0.6534090909090909,1,1,2
1,2792,0,0,1,0.655367231638418,1,1,2
1,4241,0,0,1,0.6573033707865169,1,1,2
1,2014,0,0,1,0.659217877094972,1,1,2
1,7369,0,0,1,0.6611111111111111,1,1,2
1,5284,0,0,1,0.6629834254143646,1,2,2
1,5522,0,0,1,0.6648351648351648,2,2,2
1,7295,0,0,1,0.6666666666666666,2,2,2
1,6947,0,0,1,0.6684782608695652,2,2,2
1,4548,0,0,1,0.6702702702702703,2,2,2
1,6881,0,0,1,0.6720430107526881,2,2,2
1,1527,0,0,1,0.6737967914438503,2,2,2
0,1185,0,0,1,0.6702127659574468,2,2,1
0,5126,0,1,0,0.6666666666666666,2,2,0
1,7902,1,0,0,0.6684210526315789,2,2,0
1,3960,1,0,0,0.6701570680628273,2,0,0
1,1511,1,0,0,0.671875,0,0,1
0,3072,0,1,0,0.6683937823834197,0,0,0
0,4764,1,0,0,0.6649484536082474,0,1,0
1,5619,1,0,0,0.6666666666666666,1,1,0
1,2423,1,0,0,0.6683673469387755,1,1,0
1,6861,1,0,0,0.6700507614213198,1,1,1
1,7800,0,1,0,0.6717171717171717,1,2,2
1,3016,0,0,1,0.6733668341708543,2,2,2
0,5373,0,0,1,0.67,2,0,1
0,1919,0,1,0,0.6666666666666666,0,1,0
1,3077,1,0,0,0.6683168316831684,1,1,0
1,4372,1,0,0,0.6699507389162561,1,1,0
1,4796,1,0,0,0.6715686274509803,1,1,1
1,4463,0,1,0,0.6731707317073171,1,1,2
1,1182,0,0,1,0.6747572815533981,1,1,2
1,6038,0,0,1,0.6763285024154589,1,1,2
1,7075,0,0,1,0.6778846153846154,1,1,2
1,2582,0,0,1,0.6794258373205742,1,1,2
0,4958,0,0,1,0.6761904761904762,1,1,1
1,7518,0,1,0,0.6777251184834123,1,2,1
1,5373,0,1,0,0.6792452830188679,2,2,1
0,5450,0,1,0,0.676056338028169,2,2,0
1,1825,1,0,0,0.677570093457944,2,2,0
1,1662,1,0,0,0.6790697674418604,2,2,0
1,6624,1,0,0,0.6805555555555556,2,2,1
0,7554,0,1,0,0.6774193548387096,2,2,0
1,6080,1,0,0,0.6788990825688074,2,2,0
1,5717,1,0,0,0.680365296803653,2,0,0
1,6153,1,0,0,0.6818181818181818,0,1,1
1,5318,0,1,0,0.6832579185520362,1,1,2
0,7460,0,0,1,0.6801801801801802,1,1,1
0,1250,0,1,0,0.6771300448430493,1,2,0
1,5516,1,0,0,0.6785714285714286,2,2,0
1,4548,1,0,0,0.68,2,2,0
1,5814,1,0,0,0.6814159292035398,2,2,1
1,4096,0,1,0,0.6828193832599119,2,2,2
0,7868,0,0,1,0.6798245614035088,2,0,1
1,2906,0,1,0,0.6812227074235808,0,0,1
0,7444,0,1,0,0.6782608695652174,0,0,0
1,3935,1,0,0,0.6796536796536796,0,0,0
1,1865,1,0,0,0.6810344827586207,0,1,0
1,6915,1,0,0,0.6824034334763949,1,1,1
0,6265,0,1,0,0.6794871794871795,1,2,0
1,5618,1,0,0,0.6808510638297872,2,2,0
1,7298,1,0,0,0.6822033898305084,2,2,0
1,4627,1,0,0,0.6835443037974683,2,2,1
0,1942,0,1,0,0.680672268907563,2,0,0
0,6745,1,0,0,0.6778242677824268,0,0,0
0,7322,1,0,0,0.675,0,0,0
1,7767,1,0,0,0.6763485477178424,0,0,0
0,6254,1,0,0,0.6735537190082644,0,0,0
1,1828,1,0,0,0.6748971193415638,0,1,0
1,3395,1,0,0,0.6762295081967213,1,1,0
1,1525,1,0,0,0.6775510204081633,1,1,1
1,1771,0,1,0,0.6788617886178862,1,1,2
0,6613,0,0,1,0.6761133603238867,1,2,1
1,4319,0,1,0,0.6774193548387096,2,2,1
1,1395,0,1,0,0.678714859437751,2,2,1
0,7897,0,1,0,0.676,2,2,0
0,4727,1,0,0,0.6733067729083665,2,2,0
1,6902,1,0,0,0.6746031746031746,2,0,0
1,5099,1,0,0,0.6758893280632411,0,1,0
1,4735,1,0,0,0.6771653543307087,1,1,1
0,7981,0,1,0,0.6745098039215687,1,1,0
0,3258,1,0,0,0.671875,1,1,0
1,6895,1,0,0,0.6731517509727627,1,1,0
1,1399,1,0,0,0.6744186046511628,1,1,0
1,1349,1,0,0,0.6756756756756757,1,1,1
0,6549,0,1,0,0.6730769230769231,1,2,0
0,7911,1,0,0,0.6704980842911877,2,2,0
1,5935,1,0,0,0.6717557251908397,2,2,0
1,6737,1,0,0,0.6730038022813688,2,2,0
0,2914,1,0,0,0.6704545454545454,2,2,0
1,6953,1,0,0,0.6716981132075471,2,2,0
1,5854,1,0,0,0.6729323308270677,2,2,0
1,1224,1,0,0,0.6741573033707865,2,2,1
1,7499,0,1,0,0.6753731343283582,2,2,2
0,4732,0,0,1,0.6728624535315985,2,2,1
0,3721,0,1,0,0.6703703703703704,2,2,0
1,1891,1,0,0,0.6715867158671587,2,2,0
1,3536,1,0,0,0.6727941176470589,2,0,0
1,3322,1,0,0,0.673992673992674,0,0,1
1,1808,0,1,0,0.6751824817518248,0,0,2
1,1779,0,0,1,0.6763636363636364,0,0,2
0,6562,0,0,1,0.6739130434782609,0,0,1
0,5992,0,1,0,0.6714801444043321,0,0,0
1,6150,1,0,0,0.6726618705035972,0,1,0
1,7102,1,0,0,0.6738351254480287,1,1,0
1,4739,1,0,0,0.675,1,1,1
1,4726,0,1,0,0.6761565836298933,1,1,2
0,2985,0,0,1,0.6737588652482269,1,1,1
0,1518,0,1,0,0.6713780918727915,1,1,0
0,1673,1,0,0,0.6690140845070423,1,1,0
1,4421,1,0,0,0.6701754385964912,1,1,0
0,7765,1,0,0,0.6678321678321678,1,1,0
1,3257,1,0,0,0.6689895470383276,1,1,0
1,6944,1,0,0,0.6701388888888888,1,1,0
1,7665,1,0,0,0.671280276816609,1,1,1
0,7017,0,1,0,0.6689655172413793,1,1,0
1,7989,1,0,0,0.6701030927835051,1,1,0
1,6345,1,0,0,0.6712328767123288,1,1,0
1,5053,1,0,0,0.6723549488054608,1,1,1
0,3553,0,1,0,0.6700680272108843,1,1,0
1,6251,1,0,0,0.6711864406779661,1,1,0
1,2982,1,0,0,0.6722972972972973,1,1,0
1,7448,1,0,0,0.6734006734006734,1,1,1
1,5190,0,1,0,0.674496644295302,1,1,2
1,6698,0,0,1,0.6755852842809364,1,2,2
1,1207,0,0,1,0.6766666666666666,2,2,2
1,1456,0,0,1,0.6777408637873754,2,2,2
0,3037,0,0,1,0.6754966887417219,2,2,1
0,2777,0,1,0,0.6732673267326733,2,0,0
1,6465,1,0,0,0.6743421052631579,0,0,0
1,4336,1,0,0,0.6754098360655738,0,0,0
0,1495,1,0,0,0.673202614379085,0,0,0
1,2485,1,0,0,0.6742671009771987,0,0,0
0,6693,1,0,0,0.672077922077922,0,0,0
1,3835,1,0,0,0.6731391585760518,0,0,0
1,5518,1,0,0,0.6741935483870968,0,0,0
1,3840,1,0,0,0.6752411575562701,0,0,1
1,4682,0,1,0,0.6762820512820513,0,1,2
0,6203,0,0,1,0.6741214057507987,1,2,1
0,7226,0,1,0,0.6719745222929936,2,2,0
1,3036,1,0,0,0.6730158730158731,2,2,0
0,2158,1,0,0,0.6708860759493671,2,2,0
1,5002,1,0,0,0.6719242902208202,2,2,0
1,3004,1,0,0,0.6729559748427673,2,2,0
1,2265,1,0,0,0.6739811912225705,2,2,1
1,7211,0,1,0,0.675,2,0,2
0,6990,0,0,1,0.6728971962616822,0,0,1
1,7110,0,1,0,0.6739130434782609,0,1,1
0,3268,0,1,0,0.6718266253869969,1,1,0
1,4682,1,0,0,0.6728395061728395,1,1,0
1,5577,1,0,0,0.6738461538461539,1,1,0
1,2991,1,0,0,0.6748466257668712,1,1,1
1,1795,0,1,0,0.6758409785932722,1,1,2
0,6515,0,0,1,0.6737804878048781,1,1,1
1,5240,0,1,0,0.6747720364741642,1,1,1
0,2854,0,1,0,0.6727272727272727,1,1,0
1,1217,1,0,0,0.6737160120845922,1,1,0
1,1548,1,0,0,0.6746987951807228,1,2,0
1,5157,1,0,0,0.6756756756756757,2,2,1
1,7449,0,1,0,0.6766467065868264,2,0,2
0,6073,0,0,1,0.6746268656716418,0,0,1
0,5375,0,1,0,0.6726190476190477,0,0,0
1,7318,1,0,0,0.6735905044510386,0,0,0
0,7142,1,0,0,0.6715976331360947,0,0,0
1,7443,1,0,0,0.672566371681416,0,0,0
1,1220,1,0,0,0.6735294117647059,0,0,0
1,3064,1,0,0,0.6744868035190615,0,0,1
0,6777,0,1,0,0.672514619883041,0,0,0
1,2988,1,0,0,0.673469387755102,0,0,0
1,1808,1,0,0,0.6744186046511628,0,1,0
1,7692,1,0,0,0.6753623188405797,1,1,1
1,4066,0,1,0,0.6763005780346821,1,1,2
0,4197,0,0,1,0.6743515850144092,1,1,1
0,3321,0,1,0,0.6724137931034483,1,1,0
1,3416,1,0,0,0.673352435530086,1,1,0
1,6855,1,0,0,0.6742857142857143,1,1,0
0,6486,1,0,0,0.6723646723646723,1,2,0
1,2922,1,0,0,0.6732954545454546,2,0,0
1,3830,1,0,0,0.6742209631728046,0,0,0
0,3210,1,0,0,0.672316384180791,0,0,0
1,3675,1,0,0,0.6732394366197183,0,0,0
1,4104,1,0,0,0.6741573033707865,0,0,0
0,6402,1,0,0,0.6722689075630253,0,1,0
0,4112,1,0,0,0.6703910614525139,1,1,0
0,7291,1,0,0,0.6685236768802229,1,2,0
0,7424,1,0,0,0.6666666666666666,2,2,0
1,2242,1,0,0,0.667590027700831,2,0,0
1,4992,1,0,0,0.6685082872928176,0,0,0
1,3470,1,0,0,0.6694214876033058,0,1,1
1,1419,0,1,0,0.6703296703296703,1,1,2
0,3636,0,0,1,0.6684931506849315,1,2,1
0,3623,0,1,0,0.6666666666666666,2,2,0
1,4146,1,0,0,0.667574931880109,2,2,0
1,1934,1,0,0,0.6684782608695652,2,2,0
1,6706,1,0,0,0.6693766937669376,2,2,1
0,7005,0,1,0,0.6675675675675675,2,0,0
1,1330,1,0,0,0.6684636118598383,0,1,0
1,3606,1,0,0,0.6693548387096774,1,1,0
1,7168,1,0,0,0.6702412868632708,1,1,1
0,5099,0,1,0,0.6684491978609626,1,1,0
1,6990,1,0,0,0.6693333333333333,1,1,0
1,7463,1,0,0,0.6702127659574468,1,1,0
1,1540,1,0,0,0.6710875331564987,1,2,1
1,6300,0,1,0,0.671957671957672,2,2,2
0,5563,0,0,1,0.6701846965699209,2,2,1
0,5761,0,1,0,0.6684210526315789,2,2,0
1,5883,1,0,0,0.6692913385826772,2,2,0
1,1767,1,0,0,0.6701570680628273,2,2,0
1,2156,1,0,0,0.6710182767624021,2,2,1
1,3180,0,1,0,0.671875,2,0,2
1,6507,0,0,1,0.6727272727272727,0,1,2
1,1071,0,0,1,0.6735751295336787,1,1,2
1,2660,0,0,1,0.6744186046511628,1,1,2
1,7642,0,0,1,0.6752577319587629,1,1,2
0,1410,0,0,1,0.6735218508997429,1,1,1
1,1046,0,1,0,0.6743589743589744,1,1,1
1,6295,0,1,0,0.6751918158567775,1,1,1
1,1329,0,1,0,0.6760204081632653,1,1,2
1,1312,0,0,1,0.6768447837150128,1,1,2
0,7759,0,0,1,0.6751269035532995,1,1,1
0,5564,0,1,0,0.6734177215189874,1,1,0
0,7199,1,0,0,0.6717171717171717,1,1,0
1,6044,1,0,0,0.672544080604534,1,2,0
1,6566,1,0,0,0.6733668341708543,2,2,0
1,3478,1,0,0,0.6741854636591479,2,2,1
1,3081,0,1,0,0.675,2,2,2
1,6805,0,0,1,0.6758104738154613,2,2,2
0,4034,0,0,1,0.6741293532338308,2,0,1
1,2841,0,1,0,0.674937965260546,0,0,1
1,3663,0,1,0,0.6757425742574258,0,0,1
1,5231,0,1,0,0.6765432098765433,0,0,2
1,1870,0,0,1,0.6773399014778325,0,0,2
1,4239,0,0,1,0.6781326781326781,0,0,2
0,5857,0,0,1,0.6764705882352942,0,0,1
0,3820,0,1,0,0.6748166259168704,0,0,0
1,6637,1,0,0,0.675609756097561,0,0,0
1,3328,1,0,0,0.6763990267639902,0,0,0
1,1716,1,0,0,0.6771844660194175,0,0,1
1,6243,0,1,0,0.6779661016949152,0,1,2
0,4366,0,0,1,0.6763285024154589,1,1,1
1,3616,0,1,0,0.6771084337349398,1,1,1
1,5225,0,1,0,0.6778846153846154,1,1,1
1,7945,0,1,0,0.6786570743405276,1,1,2
0,1182,0,0,1,0.6770334928229665,1,2,1
0,3901,0,1,0,0.6754176610978521,2,2,0
0,6079,1,0,0,0.6738095238095239,2,2,0
1,7104,1,0,0,0.6745843230403801,2,2,0
1,7787,1,0,0,0.6753554502369669,2,2,0
0,1469,1,0,0,0.6737588652482269,2,2,0
1,5262,1,0,0,0.6745283018867925,2,2,0
1,1904,1,0,0,0.6752941176470588,2,2,0
1,7720,1,0,0,0.676056338028169,2,2,1
1,4208,0,1,0,0.6768149882903981,2,2,2
0,5884,0,0,1,0.6752336448598131,2,2,1
1,3636,0,1,0,0.675990675990676,2,2,1
0,3735,0,1,0,0.6744186046511628,2,2,0
1,4236,1,0,0,0.6751740139211136,2,2,0
1,6162,1,0,0,0.6759259259259259,2,0,0
1,6026,1,0,0,0.6766743648960739,0,0,1
0,5051,0,1,0,0.6751152073732719,0,0,0
1,7665,1,0,0,0.6758620689655173,0,1,0
1,6700,1,0,0,0.676605504587156,1,2,0
1,2106,1,0,0,0.6773455377574371,2,2,1
0,4332,0,1,0,0.6757990867579908,2,2,0
1,2823,1,0,0,0.6765375854214123,2,2,0
1,7790,1,0,0,0.6772727272727272,2,2,0
0,6502,1,0,0,0.6757369614512472,2,2,0
1,3717,1,0,0,0.6764705882352942,2,2,0
1,3227,1,0,0,0.6772009029345373,2,2,0
1,7033,1,0,0,0.6779279279279279,2,2,1
1,4808,0,1,0,0.6786516853932584,2,2,2
1,7534,0,0,1,0.679372197309417,2,2,2
1,7188,0,0,1,0.680089485458613,2,2,2
1,6458,0,0,1,0.6808035714285714,2,2,2
1,7233,0,0,1,0.6815144766146993,2,0,2
1,2223,0,0,1,0.6822222222222222,0,0,2
1,4620,0,0,1,0.6829268292682927,0,0,2
1,2796,0,0,1,0.6836283185840708,0,0,2
1,7774,0,0,1,0.6843267108167771,0,1,2
0,6862,0,0,1,0.6828193832599119,1,1,1
1,5739,0,1,0,0.6835164835164835,1,1,1
1,5739,0,1,0,0.6842105263157895,1,1,1
1,6662,0,1,0,0.6849015317286652,1,1,2
0,7002,0,0,1,0.6834061135371179,1,1,1
0,7537,0,1,0,0.681917211328976,1,1,0
1,7410,1,0,0,0.6826086956521739,1,1,0
1,2540,1,0,0,0.6832971800433839,1,1,0
1,2564,1,0,0,0.683982683982684,1,1,1
0,1331,0,1,0,0.6825053995680346,1,1,0
0,6594,1,0,0,0.6810344827586207,1,1,0
1,6343,1,0,0,0.6817204301075269,1,1,0
1,4251,1,0,0,0.6824034334763949,1,1,0
1,6645,1,0,0,0.683083511777302,1,1,1
1,7717,0,1,0,0.6837606837606838,1,1,2
0,2368,0,0,1,0.6823027718550106,1,1,1
1,7067,0,1,0,0.6829787234042554,1,1,1
1,5713,0,1,0,0.6836518046709129,1,1,1
1,1443,0,1,0,0.684322033898305,1,2,2
1,4388,0,0,1,0.6849894291754757,2,2,2
1,6241,0,0,1,0.6856540084388185,2,0,2
1,1831,0,0,1,0.6863157894736842,0,1,2
1,5582,0,0,1,0.6869747899159664,1,1,2
0,7259,0,0,1,0.6855345911949685,1,2,1
0,2073,0,1,0,0.6841004184100419,2,0,0
1,7905,1,0,0,0.6847599164926931,0,0,0
1,2282,1,0,0,0.6854166666666667,0,0,0
1,3656,1,0,0,0.6860706860706861,0,0,1
1,7538,0,1,0,0.6867219917012448,0,0,2
0,6881,0,0,1,0.6853002070393375,0,1,1
1,4373,0,1,0,0.6859504132231405,1,1,1
1,4555,0,1,0,0.6865979381443299,1,1,1
1,4154,0,1,0,0.6872427983539094,1,1,2
0,6592,0,0,1,0.6858316221765913,1,1,1
0,5095,0,1,0,0.6844262295081968,1,1,0
1,5012,1,0,0,0.6850715746421268,1,2,0
1,3738,1,0,0,0.6857142857142857,2,2,0
1,6174,1,0,0,0.6863543788187373,2,0,1
0,3127,0,1,0,0.6849593495934959,0,0,0
0,6838,1,0,0,0.6835699797160243,0,1,0
1,6785,1,0,0,0.6842105263157895,1,1,0
1,7044,1,0,0,0.6848484848484848,1,1,0
1,4336,1,0,0,0.6854838709677419,1,1,1
1,7801,0,1,0,0.6861167002012073,1,1,2
0,1418,0,0,1,0.6847389558232931,1,1,1
1,3786,0,1,0,0.685370741482966,1,1,1
0,3619,0,1,0,0.684,1,1,0
1,5091,1,0,0,0.6846307385229541,1,1,0
1,6995,1,0,0,0.6852589641434262,1,1,0
1,3326,1,0,0,0.6858846918489065,1,1,1
1,3321,0,1,0,0.6865079365079365,1,1,2
0,3857,0,0,1,0.6851485148514852,1,2,1
0,4825,0,1,0,0.6837944664031621,2,0,0
1,2793,1,0,0,0.6844181459566075,0,0,0
1,5166,1,0,0,0.6850393700787402,0,0,0
1,7315,1,0,0,0.6856581532416502,0,0,1
0,1304,0,1,0,0.6843137254901961,0,0,0
1,5993,1,0,0,0.684931506849315,0,0,0
1,2659,1,0,0,0.685546875,0,0,0
1,5899,1,0,0,0.6861598440545809,0,0,1
1,2132,0,1,0,0.6867704280155642,0,1,2
0,3368,0,0,1,0.6854368932038835,1,1,1
1,5985,0,1,0,0.686046511627907,1,1,1
1,3049,0,1,0,0.6866537717601547,1,1,1
0,1316,0,1,0,0.6853281853281853,1,2,0
1,4806,1,0,0,0.6859344894026975,2,2,0
0,3764,1,0,0,0.6846153846153846,2,2,0
1,6848,1,0,0,0.6852207293666027,2,2,0
1,1634,1,0,0,0.685823754789272,2,2,0
1,1943,1,0,0,0.6864244741873805,2,2,1
1,2279,0,1,0,0.6870229007633588,2,2,2
1,4482,0,0,1,0.6876190476190476,2,2,2
0,7282,0,0,1,0.6863117870722434,2,2,1
0,2561,0,1,0,0.6850094876660342,2,2,0
1,5257,1,0,0,0.6856060606060606,2,2,0
1,3231,1,0,0,0.6862003780718336,2,2,0
1,7990,1,0,0,0.6867924528301886,2,2,1
0,4453,0,1,0,0.6854990583804144,2,0,0
1,3360,1,0,0,0.6860902255639098,0,0,0
1,3941,1,0,0,0.6866791744840526,0,1,0
0,4176,1,0,0,0.6853932584269663,1,1,0
1,2178,1,0,0,0.685981308411215,1,1,0
0,4381,1,0,0,0.6847014925373134,1,1,0
0,3354,1,0,0,0.6834264432029795,1,1,0
1,5136,1,0,0,0.6840148698884758,1,2,0
1,3610,1,0,0,0.6846011131725418,2,2,0
1,7590,1,0,0,0.6851851851851852,2,2,1
1,7680,0,1,0,0.6857670979667283,2,0,2
1,1323,0,0,1,0.6863468634686347,0,0,2
1,2168,0,0,1,0.6869244935543278,0,0,2
